ID,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,Condition,atc_passed,order,ident
146,food,paychecks,girls,coastline,summers,achievement,assets,relationships,daughters,legacy,song,weekends,sanctuary,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,success,diseases,foreclosure,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstone,funeral,nightmares,rapists,attackers,difficulties,genocides,crimes,prison,failures,arguments,death,proposal,site,assessment,counterparts,regions,proportion,instructions,delegations,particles,predecessors,payments,unit,bathrooms,spines,exception,dimension,affiliation,referral,pantry,concessions,pillar,departments,doors,locations,towns,second,day,month,decade,century,foot,mile,centimeter,pound,gram,tablespoon,cup,quart,horsepower,byte,gigabyte,hertz,cent,ten,thousand,some,several,big,long,wide,DEMOCRAT,True,2,Republican
147,food,paychecks,girls,coastlines,summer,achievement,assets,relationship,daughters,legacies,songs,weekend,sanctuary,friendships,victory,accomplishments,miracle,husband,skies,winner,bonuses,angels,trees,son,success,diseases,foreclosures,debts,homicides,suicides,deficiency,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failure,arguments,deaths,proposals,sites,assessment,counterparts,regions,proportion,instructions,delegations,particle,predecessors,payment,unit,bathrooms,spines,exceptions,dimensions,affiliations,referral,pantries,concessions,pillars,department,doors,locations,towns,second,hour,month,year,century,foot,mile,kilometer,pound,kilogram,teaspoon,liter,quart,watt,kilobyte,gigabyte,gigahertz,dollar,one,hundred,few,several,small,short,narrow,REPUBLICAN,False,2,Democrat
145,food,paychecks,girl,coastline,summer,achievement,assets,relationships,daughter,legacies,song,weekend,sanctuaries,friendship,victory,accomplishment,miracle,husbands,skies,winner,bonuses,angel,tree,sons,success,diseases,foreclosures,debts,homicides,suicide,deficiencies,bankruptcies,confrontations,fugitive,assassination,killers,fee,monster,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failure,arguments,deaths,proposals,site,assessments,counterparts,region,proportion,instruction,delegation,particles,predecessors,payments,units,bathroom,spines,exceptions,dimension,affiliations,referrals,pantry,concessions,pillar,department,doors,locations,towns,second,hour,week,year,century,foot,yard,centimeter,pound,kilogram,tablespoon,liter,gallon,horsepower,byte,gigabyte,hertz,dollar,ten,hundred,some,several,small,short,wide,REPUBLICAN,True,2,Democrat
143,foods,paychecks,girls,coastlines,summers,-99,assets,relationships,daughters,legacies,-99,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmare,rapists,attackers,difficulties,genocide,crimes,prisons,failures,arguments,deaths,proposals,-99,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,-99,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,day,month,decade,millenium,foot,-99,kilometer,pound,kilogram,tablespoon,liter,gallon,-99,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,few,several,big,long,wide,DEMOCRAT,True,2,Other party (please specify)
142,foods,paychecks,girls,coastline,summer,achievements,asset,relationship,daughters,legacy,song,weekends,sanctuaries,friendship,victory,accomplishments,miracle,husband,sky,winners,bonuses,angel,trees,son,success,diseases,foreclosures,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fees,monsters,headstones,funeral,nightmare,rapist,attackers,difficulties,genocides,crimes,prisons,failure,argument,deaths,proposals,sites,assessments,counterpart,regions,proportion,instruction,delegation,particles,predecessor,payment,units,bathrooms,spines,exceptions,dimensions,affiliations,referral,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,month,decade,millenium,inch,mile,centimeter,pound,gram,tablespoon,cup,gallon,watt,byte,gigabyte,hertz,dollar,ten,thousand,few,many,big,short,wide,REPUBLICAN,True,3,Independent
149,foods,paycheck,girls,coastline,summers,achievements,assets,relationships,daughters,legacies,songs,weekend,sanctuary,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,disease,foreclosure,debts,homicide,suicide,deficiency,bankruptcy,confrontations,fugitive,assassination,killer,fees,monster,headstone,funeral,nightmare,rapist,attacker,difficulties,genocide,crime,prison,failures,arguments,death,proposal,site,assessment,counterparts,regions,proportions,instruction,delegations,particle,predecessors,payment,unit,bathroom,spine,exception,dimension,affiliations,referrals,pantries,concession,pillars,department,doors,location,towns,minute,day,month,decade,millenium,foot,yard,kilometer,pound,gram,tablespoon,liter,gallon,watt,kilobyte,gigabyte,hertz,cent,ten,thousand,some,many,big,long,wide,DEMOCRAT,True,3,Independent
152,food,paycheck,girls,coastlines,summer,achievement,assets,relationships,daughter,legacies,song,weekends,sanctuary,friendship,victories,accomplishments,miracle,husband,sky,winners,bonuses,angels,tree,son,successes,diseases,foreclosure,debts,homicides,suicide,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monster,headstones,funerals,nightmare,rapists,attackers,difficulty,genocides,crime,prison,failure,arguments,deaths,proposal,sites,assessment,counterpart,regions,proportions,instructions,delegation,particle,predecessors,payments,unit,bathroom,spines,exception,dimensions,affiliation,referral,pantries,concessions,pillars,departments,door,locations,town,minute,day,week,decade,century,foot,mile,kilometer,pound,gram,tablespoon,liter,quart,horsepower,kilobyte,megabyte,gigahertz,cent,one,thousand,few,several,big,long,narrow,DEMOCRAT,True,4,Independent
148,food,paychecks,girl,coastline,summer,achievement,assets,relationship,daughter,legacies,song,weekend,sanctuary,friendship,victories,accomplishments,miracles,husband,sky,winners,bonus,angels,tree,sons,success,diseases,foreclosure,debt,homicides,suicide,deficiencies,bankruptcy,confrontation,fugitives,assassinations,killers,fee,monsters,headstone,funeral,nightmares,rapist,attackers,difficulties,genocide,crimes,prisons,failures,arguments,deaths,proposal,site,assessment,counterpart,regions,proportions,instruction,delegations,particle,predecessors,payments,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concessions,pillars,department,door,location,towns,minute,hour,week,year,century,foot,yard,kilometer,pound,gram,tablespoon,liter,quart,watt,kilobyte,megabyte,hertz,dollar,one,hundred,few,many,big,short,narrow,REPUBLICAN,True,4,Democrat
150,food,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victory,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportion,instruction,delegations,particles,predecessors,payments,units,bathrooms,spines,exception,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,second,hour,month,decade,millenium,foot,mile,kilometer,pound,kilogram,teaspoon,liter,gallon,watt,kilobyte,gigabyte,gigahertz,dollar,one,thousand,some,many,small,long,narrow,DEMOCRAT,True,3,Other party (please specify)
153,foods,paychecks,girls,coastlines,summers,achievements,assets,relationship,daughters,legacy,song,weekends,sanctuary,friendship,victories,accomplishments,miracles,husband,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosure,debt,homicides,suicide,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmare,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instruction,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referral,pantries,concessions,pillar,department,doors,locations,town,minute,day,month,decade,millenium,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,few,several,big,short,wide,REPUBLICAN,True,4,Republican
154,foods,paycheck,girls,coastlines,summers,achievement,assets,relationships,daughter,legacies,songs,weekend,sanctuary,friendships,victories,accomplishment,miracles,husbands,sky,winners,bonus,angel,trees,son,successes,disease,foreclosure,debts,homicide,suicides,deficiencies,bankruptcy,confrontations,fugitives,assassination,killers,fee,monsters,headstone,funeral,nightmares,rapist,attacker,difficulties,genocide,crime,prison,failure,arguments,deaths,proposal,sites,assessment,counterparts,region,proportions,instructions,delegation,particle,predecessors,payments,unit,bathroom,spine,exception,dimension,affiliation,referrals,pantry,concessions,pillars,departments,door,location,town,second,day,week,decade,century,foot,yard,kilometer,ounce,gram,teaspoon,liter,quart,horsepower,kilobyte,megabyte,gigahertz,cent,one,thousand,some,several,big,long,narrow,DEMOCRAT,True,1,Independent
159,foods,paychecks,girls,coastlines,summer,achievements,asset,relationships,daughters,legacies,song,weekends,sanctuaries,friendships,victory,accomplishments,miracles,husbands,skies,winner,bonuses,angels,trees,son,successes,diseases,foreclosures,debt,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulty,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instruction,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,month,decade,century,foot,mile,centimeter,pound,kilogram,tablespoon,cup,-99,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,hundred,some,many,big,short,narrow,REPUBLICAN,True,2,Democrat
157,food,paycheck,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosure,debt,homicide,suicide,deficiencies,bankruptcies,confrontation,fugitive,assassinations,killers,fees,monsters,headstone,funerals,nightmares,rapist,attackers,difficulties,genocide,crimes,prison,failures,arguments,deaths,proposals,sites,assessment,counterparts,region,proportions,instructions,delegations,particles,predecessor,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantry,concession,pillars,departments,doors,locations,town,minute,day,month,decade,century,foot,mile,kilometer,pound,kilogram,teaspoon,liter,gallon,horsepower,kilobyte,megabyte,gigahertz,dollar,ten,thousand,some,several,big,long,wide,DEMOCRAT,True,2,Democrat
160,food,paychecks,girls,coastlines,summer,achievements,assets,relationships,daughters,legacies,songs,weekend,sanctuaries,friendships,victories,accomplishments,miracles,husbands,sky,winners,bonuses,angels,trees,sons,successes,disease,foreclosures,debt,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monster,headstone,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathroom,spine,exceptions,dimensions,affiliations,referrals,pantry,concessions,pillars,departments,door,locations,towns,second,hour,month,decade,century,foot,mile,centimeter,pound,gram,teaspoon,cup,gallon,horsepower,byte,megabyte,hertz,dollar,ten,thousand,some,several,big,long,wide,REPUBLICAN,True,2,Independent
156,foods,paycheck,girls,coastline,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuary,friendships,victories,accomplishments,miracles,husbands,sky,winners,bonuses,angels,trees,sons,successes,disease,foreclosures,debt,homicide,suicides,deficiency,bankruptcy,confrontations,fugitives,assassination,killers,fee,monsters,headstone,funerals,nightmare,rapists,attackers,difficulty,genocide,crimes,prisons,failure,arguments,death,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegation,particles,predecessors,payment,units,bathroom,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,day,month,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,DEMOCRAT,True,3,Other party (please specify)
155,food,paychecks,girls,coastline,summer,achievements,asset,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husband,sky,winners,bonus,angels,trees,sons,success,disease,foreclosures,debt,homicides,suicides,deficiency,bankruptcies,confrontation,fugitives,assassinations,killers,fees,monsters,headstone,funerals,nightmare,rapists,attackers,difficulty,genocides,crimes,prisons,failures,argument,deaths,proposals,sites,assessments,counterparts,region,proportion,instruction,delegation,particles,predecessors,payments,units,bathrooms,spine,exceptions,dimension,affiliations,referrals,pantries,concessions,pillar,departments,doors,locations,towns,minute,hour,month,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,horsepower,kilobyte,gigabyte,gigahertz,cent,ten,thousand,some,many,big,long,wide,REPUBLICAN,True,4,Democrat
164,foods,paycheck,girl,coastline,summer,achievements,assets,relationship,daughters,legacy,song,weekend,sanctuary,friendship,victory,accomplishments,miracles,husband,skies,winner,bonus,angel,tree,son,successes,diseases,foreclosures,debt,homicides,suicide,deficiencies,bankruptcies,confrontations,fugitive,assassinations,killers,fees,monster,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failure,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particle,predecessors,payments,unit,bathroom,spine,exceptions,dimension,affiliation,referral,pantry,concessions,pillars,departments,door,location,towns,minute,hour,month,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,byte,megabyte,gigahertz,dollar,ten,thousand,few,several,big,long,narrow,REPUBLICAN,True,3,Democrat
166,food,paycheck,girls,coastlines,summer,achievements,assets,relationships,daughters,legacy,songs,weekends,sanctuaries,friendships,victory,accomplishments,miracles,husband,sky,winners,bonuses,angels,trees,sons,successes,disease,foreclosure,debts,homicide,suicides,deficiencies,bankruptcy,confrontations,fugitives,assassinations,killer,fee,monster,headstones,funerals,nightmares,rapists,attackers,difficulty,genocide,crimes,prisons,failure,argument,death,proposal,sites,assessment,counterpart,regions,proportions,instructions,delegation,particles,predecessor,payment,units,bathroom,spine,exception,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,month,decade,millenium,inch,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,horsepower,byte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,DEMOCRAT,False,1,Independent
165,food,paycheck,girls,coastline,summer,achievements,asset,relationship,daughters,legacy,songs,weekend,sanctuary,friendship,victory,accomplishments,miracle,husband,sky,winner,bonus,angels,tree,son,successes,diseases,foreclosures,debt,homicides,suicide,deficiencies,bankruptcy,confrontations,fugitives,assassinations,killers,fee,monster,headstones,funeral,nightmare,rapist,attackers,difficulties,genocides,crimes,prison,failure,arguments,deaths,proposal,site,assessment,counterpart,regions,proportions,instructions,delegation,particles,predecessors,payments,unit,bathrooms,spine,exception,dimensions,affiliations,referral,pantry,concessions,pillars,department,doors,location,towns,second,hour,week,year,century,inch,mile,kilometer,ounce,gram,tablespoon,cup,gallon,horsepower,kilobyte,megabyte,hertz,dollar,ten,thousand,few,several,small,short,wide,REPUBLICAN,True,3,Democrat
169,foods,paychecks,girls,coastlines,summers,achievements,assets,relationship,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,month,decade,millenium,foot,mile,kilometer,pound,kilogram,teaspoon,liter,gallon,horsepower,byte,gigabyte,gigahertz,dollar,ten,thousand,few,several,big,long,wide,REPUBLICAN,True,2,Democrat
171,foods,paycheck,girls,coastlines,summer,achievements,assets,relationship,daughter,legacies,song,weekend,sanctuaries,friendship,victory,accomplishments,miracles,husband,sky,winner,bonuses,angels,trees,sons,success,disease,foreclosure,debt,homicides,suicides,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prisons,failures,arguments,deaths,proposal,site,assessment,counterpart,regions,proportion,instructions,delegation,particles,predecessor,payments,unit,bathroom,spine,exception,dimensions,affiliation,referral,pantries,concession,pillars,departments,doors,location,towns,minute,day,month,year,millenium,foot,yard,kilometer,pound,gram,tablespoon,cup,quart,watt,kilobyte,megabyte,hertz,cent,ten,thousand,some,many,big,long,narrow,DEMOCRAT,True,2,Democrat
174,foods,paychecks,girl,coastlines,summer,achievements,asset,relationship,daughter,legacy,song,weekends,sanctuaries,friendships,victory,accomplishments,miracles,husbands,skies,winner,bonus,angels,trees,son,success,disease,foreclosure,debt,homicides,suicide,deficiencies,bankruptcy,confrontation,fugitive,assassinations,killers,fees,monster,headstones,funerals,nightmares,rapist,attacker,difficulties,genocides,crime,prisons,failures,arguments,deaths,proposal,sites,assessments,counterparts,region,proportions,instruction,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referral,pantries,concessions,pillars,department,door,location,town,second,hour,month,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,watt,byte,megabyte,gigahertz,dollar,ten,thousand,few,many,small,short,wide,DEMOCRAT,True,2,Independent
175,food,paycheck,girls,coastline,summers,achievement,assets,relationships,daughter,legacies,song,weekend,sanctuary,friendship,victories,accomplishment,miracles,husbands,skies,winner,bonuses,angels,tree,son,success,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposal,site,assessment,counterpart,regions,proportion,instructions,delegations,particle,predecessors,payment,units,bathrooms,spine,exceptions,dimension,affiliation,referral,pantry,concessions,pillar,department,door,locations,town,minute,hour,week,decade,millenium,foot,mile,kilometer,ounce,kilogram,tablespoon,liter,gallon,horsepower,byte,megabyte,hertz,cent,one,thousand,few,many,small,long,narrow,REPUBLICAN,True,2,Democrat
177,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,month,decade,millenium,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,DEMOCRAT,True,2,Independent
172,food,paycheck,girls,coastlines,summer,achievement,assets,relationship,daughters,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winner,bonus,angel,tree,son,success,diseases,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitives,assassinations,killers,fees,monsters,headstones,funeral,nightmare,rapists,attackers,difficulties,genocide,crime,prisons,failure,arguments,deaths,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particle,predecessor,payment,unit,bathrooms,spine,exception,dimensions,affiliation,referral,pantries,concession,pillar,department,door,location,towns,second,day,week,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,horsepower,byte,megabyte,hertz,dollar,one,thousand,some,many,big,long,narrow,REPUBLICAN,True,2,Democrat
173,food,paycheck,girls,coastlines,summers,achievements,asset,relationship,daughter,legacies,songs,weekend,sanctuary,friendship,victory,accomplishments,miracles,husband,skies,winners,bonuses,angel,trees,son,successes,disease,foreclosures,debt,homicide,suicide,deficiencies,bankruptcy,confrontations,fugitives,assassination,killer,fees,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,arguments,death,proposal,sites,assessments,counterparts,region,proportions,instructions,delegations,particle,predecessors,payments,unit,bathroom,spine,exceptions,dimensions,affiliation,referral,pantry,concessions,pillars,department,doors,location,towns,second,day,week,decade,century,foot,mile,kilometer,pound,gram,tablespoon,liter,gallon,watt,byte,megabyte,gigahertz,dollar,-99,thousand,few,several,big,long,narrow,DEMOCRAT,False,3,Other party (please specify)
176,foods,paycheck,girl,coastlines,summer,achievements,assets,relationships,daughter,legacy,songs,weekend,sanctuaries,friendship,victories,accomplishments,miracle,husbands,skies,winner,bonus,angel,tree,sons,successes,disease,foreclosures,debts,homicide,suicides,deficiencies,bankruptcies,confrontation,fugitives,assassinations,killer,fees,monsters,headstone,funeral,nightmare,rapists,attackers,difficulty,genocides,crimes,prisons,failures,arguments,deaths,proposal,sites,assessment,counterpart,regions,proportions,instruction,delegations,particles,predecessors,payments,units,bathrooms,spines,exception,dimensions,affiliations,referrals,pantries,concessions,pillars,department,door,locations,towns,second,day,month,decade,millenium,foot,mile,kilometer,pound,kilogram,teaspoon,liter,gallon,horsepower,kilobyte,megabyte,gigahertz,dollar,ten,thousand,few,several,big,long,wide,REPUBLICAN,True,3,Democrat
178,food,paycheck,girls,coastline,summer,achievements,assets,relationships,daughter,legacy,song,weekend,sanctuary,friendship,victories,accomplishments,miracle,husbands,sky,winner,bonus,angel,tree,sons,successes,disease,foreclosure,debt,homicide,suicides,deficiency,bankruptcy,confrontation,fugitives,assassinations,killer,fees,monsters,headstone,funeral,nightmares,rapist,attackers,difficulties,genocide,crimes,prisons,failures,arguments,deaths,proposal,site,assessments,counterparts,region,proportion,instruction,delegations,particles,predecessors,payment,unit,bathroom,spine,exceptions,dimension,affiliation,referrals,pantry,concessions,pillars,departments,doors,location,town,second,day,week,year,century,foot,mile,centimeter,ounce,gram,teaspoon,cup,gallon,horsepower,kilobyte,megabyte,hertz,dollar,one,thousand,some,several,big,short,wide,DEMOCRAT,True,1,Democrat
180,food,paycheck,girl,coastline,summer,achievements,asset,relationship,daughters,legacy,song,weekend,sanctuary,friendship,victories,accomplishments,miracle,husband,sky,winners,bonus,angels,tree,son,successes,disease,foreclosure,debt,homicide,suicides,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstones,funeral,nightmare,rapists,attacker,difficulties,genocide,crimes,prisons,failure,argument,deaths,proposal,site,assessment,counterparts,region,proportion,instruction,delegation,particle,predecessors,payment,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concession,pillar,department,door,location,town,minute,day,week,year,millenium,inch,mile,centimeter,ounce,gram,teaspoon,liter,gallon,horsepower,byte,megabyte,hertz,cent,ten,hundred,some,many,small,long,narrow,DEMOCRAT,True,1,Democrat
181,food,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacy,songs,weekend,sanctuary,friendships,victory,accomplishments,miracles,husband,sky,winners,bonuses,angels,trees,sons,success,disease,foreclosures,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposals,site,assessments,counterparts,regions,proportions,instruction,delegations,particles,predecessor,payments,units,bathroom,spine,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillar,departments,doors,locations,towns,minute,hour,month,decade,millenium,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,DEMOCRAT,True,2,Independent
186,food,paycheck,girls,coastlines,summer,-99,asset,relationship,daughters,legacies,song,weekends,sanctuaries,friendship,victory,accomplishments,miracles,husband,sky,winner,bonus,angels,trees,son,success,diseases,foreclosures,debts,homicide,suicides,deficiency,bankruptcy,confrontation,fugitive,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapist,attackers,difficulty,genocides,crime,prison,failures,argument,death,proposals,sites,assessments,counterpart,regions,proportion,instructions,delegations,particle,predecessors,payment,unit,bathrooms,spine,exceptions,dimension,affiliations,referral,pantries,concession,pillar,departments,door,locations,towns,minute,day,month,decade,century,inch,mile,centimeter,ounce,gram,teaspoon,cup,quart,watt,kilobyte,gigabyte,hertz,cent,ten,hundred,few,several,small,short,narrow,REPUBLICAN,True,2,Independent
185,foods,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacies,song,weekend,sanctuaries,friendship,victory,accomplishment,miracle,husband,sky,winner,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulties,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterparts,regions,proportion,instruction,delegation,particle,predecessor,payment,unit,bathroom,spine,exceptions,dimension,affiliation,referral,pantry,concession,pillars,department,door,location,town,second,hour,week,decade,century,foot,yard,centimeter,ounce,gram,teaspoon,cup,quart,watt,byte,gigabyte,hertz,cent,ten,hundred,few,several,small,short,narrow,REPUBLICAN,False,2,Republican
184,foods,paychecks,girls,coastlines,summer,achievements,assets,relationships,daughter,legacies,songs,weekends,sanctuaries,friendship,victories,accomplishments,miracles,husband,sky,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicide,deficiency,bankruptcies,confrontation,fugitives,assassination,killers,fees,monster,headstone,funerals,nightmares,rapist,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessment,counterparts,regions,proportions,instruction,delegations,particles,predecessors,payments,units,bathroom,spines,exceptions,dimensions,affiliation,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,day,month,year,century,inch,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,horsepower,kilobyte,gigabyte,hertz,dollar,ten,thousand,few,many,big,long,wide,REPUBLICAN,True,4,Democrat
182,food,paycheck,girl,coastline,summer,achievements,asset,relationships,daughters,legacy,songs,weekends,sanctuary,friendship,victories,accomplishments,miracle,husband,sky,winners,bonus,angel,trees,sons,successes,diseases,foreclosure,debt,homicides,suicides,deficiency,bankruptcy,confrontation,fugitives,assassination,killer,fees,monster,headstone,funeral,nightmare,rapist,attackers,difficulty,genocide,crime,prisons,failure,argument,deaths,proposal,site,assessment,counterpart,regions,proportions,instruction,delegation,particles,predecessors,payment,units,bathroom,spine,exceptions,dimensions,affiliation,referral,pantries,concessions,pillar,departments,door,locations,towns,minute,day,month,decade,century,inch,mile,kilometer,ounce,gram,tablespoon,cup,gallon,watt,kilobyte,gigabyte,gigahertz,dollar,one,hundred,few,several,big,long,wide,DEMOCRAT,True,4,Democrat
