index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,age,gender,party,party_identity,political_leanings,political_engagement,C-Span,education,voted,political_bubble
51,2,1,0,1,2,3.0,3,1,3,0,1,4,3,2,2,1,3,1,3,1.0,5,4,1,2.0,3,3,1,1,1,1,0.0,3,2,1,1,1,1,4,1,4.0,5,3.0,3,4,2,4,4,1,3,2.0,4,3,4,3,3,2,3,3.0,3,2.0,4,2,1.0,4,2,4,3,4,1,1,3,1,3,4,3,3,3.0,4.0,3,3,3,3.0,2.0,1,3,4,4,3,3,2,3,1.0,3.0,2,3.0,3,2,3,40,M,Independent,0.0,-2.0,1,True,1,1.0,50.0
52,4,3,4,2,1,4.0,3,3,4,5,2,1,4,1,2,4,3,2,3,1.0,4,1,2,2.0,1,2,4,1,1,2,4.0,4,4,1,3,1,1,4,2,3.0,4,1.0,2,3,3,2,3,2,2,4.0,4,4,1,3,2,2,2,3.0,1,2.0,2,3,2.0,4,3,1,3,2,3,2,2,3,2,2,3,3,3.0,2.0,3,3,2,3.0,2.0,3,3,3,2,1,4,1,2,3.0,3.0,2,2.0,2,2,1,39,M,Democrat,1.0,-1.0,0,True,5,1.0,70.0
53,4,1,1,1,1,4.0,1,4,2,1,1,1,2,1,1,1,4,1,1,1.0,4,1,4,1.0,4,0,1,3,4,1,1.0,1,4,1,0,1,1,0,4,0.0,5,1.0,1,4,3,4,4,1,3,1.0,1,1,3,4,1,1,4,2.0,1,3.0,4,3,1.0,3,3,2,4,1,2,1,2,3,4,4,3,2,4.0,4.0,1,1,3,4.0,4.0,1,3,4,4,0,1,2,1,1.0,3.0,4,5.0,3,3,4,8,F,Democrat,1.0,-2.0,0,True,0,1.0,100.0
54,1,1,5,4,4,4.0,1,4,5,2,3,3,1,4,1,3,5,2,4,3.0,5,5,4,,1,1,4,3,1,3,5.0,5,4,1,4,3,4,4,4,4.0,4,4.0,1,0,3,4,5,1,2,4.0,4,1,5,2,1,2,5,3.0,4,2.0,1,2,1.0,1,3,1,1,4,1,2,4,4,1,2,3,3,4.0,4.0,1,4,4,4.0,1.0,1,1,1,1,5,1,2,1,2.0,1.0,1,4.0,4,3,1,37,M,Republican,1.0,1.0,0,False,3,1.0,75.0
55,4,4,2,2,4,4.0,4,1,2,3,2,2,4,2,4,3,1,2,2,2.0,2,2,4,2.0,4,4,5,3,2,2,5.0,5,4,1,3,2,2,3,3,5.0,5,3.0,5,2,2,2,5,4,3,3.0,2,5,2,3,4,1,2,4.0,2,4.0,4,1,3.0,4,3,1,4,4,4,4,2,4,3,4,2,1,2.0,2.0,4,4,4,3.0,4.0,4,4,5,4,2,2,4,2,4.0,2.0,2,4.0,2,3,4,35,F,Democrat,-3.0,0.0,-3,False,1,0.0,50.0
56,3,1,1,1,1,5.0,5,0,5,3,1,1,2,1,5,1,4,0,1,2.0,5,0,1,2.0,5,4,1,1,0,1,5.0,5,5,0,0,1,1,5,1,4.0,5,4.0,4,4,2,4,5,2,3,4.0,5,4,5,3,3,1,5,4.0,4,2.0,4,2,1.0,3,1,1,4,4,3,0,4,1,5,4,2,3,4.0,4.0,4,0,3,3.0,1.0,2,1,5,5,0,4,1,1,1.0,1.0,1,5.0,1,1,1,46,F,Democrat,2.0,-1.0,1,False,4,1.0,70.0
57,3,1,1,3,3,2.0,3,2,4,1,3,1,3,3,3,2,3,1,1,2.0,4,2,3,2.0,3,4,2,2,1,3,1.0,3,3,1,2,1,2,4,3,2.0,4,3.0,4,4,2,1,4,4,2,3.0,4,3,4,2,2,2,4,3.0,3,2.0,3,2,2.0,3,2,2,4,3,2,3,2,2,3,3,3,2,4.0,5.0,2,1,2,2.0,2.0,2,3,2,3,3,3,2,3,4.0,2.0,2,3.0,3,2,2,42,F,Democrat,-1.0,-1.0,0,True,3,1.0,40.0
58,3,2,1,2,3,3.0,5,2,4,1,4,1,4,4,5,2,4,3,1,3.0,4,3,2,2.0,2,4,3,3,0,2,2.0,4,3,2,5,1,1,3,4,2.0,5,2.0,5,4,2,5,5,3,2,4.0,4,3,5,2,3,2,4,2.0,2,2.0,2,3,1.0,3,3,3,3,5,3,3,3,3,4,4,2,2,4.0,5.0,1,3,4,3.0,1.0,1,3,1,1,3,3,1,2,1.0,3.0,2,4.0,5,3,4,33,M,Republican,2.0,2.0,0,False,1,1.0,50.0
59,3,1,2,1,3,3.0,5,1,4,5,4,0,2,0,3,0,4,1,3,2.0,5,1,0,0.0,4,4,0,1,1,1,3.0,5,2,0,1,0,4,2,0,2.0,4,4.0,4,4,2,4,5,2,2,2.0,5,1,5,4,3,2,5,3.0,4,2.0,4,3,1.0,4,3,2,4,4,2,0,3,3,4,4,3,4,5.0,1.0,4,2,2,2.0,1.0,3,3,3,2,2,3,1,4,3.0,1.0,3,3.0,4,1,2,27,M,Democrat,-2.0,-2.0,3,False,3,0.0,80.0
60,1,1,1,0,2,2.0,4,0,4,5,0,2,2,0,5,0,4,0,1,1.0,5,0,5,1.0,3,3,4,1,0,0,0.0,5,4,0,5,0,4,5,2,4.0,2,2.0,0,5,2,0,5,0,5,4.0,4,2,4,3,1,1,3,4.0,4,3.0,5,1,,5,1,2,3,5,3,0,0,0,4,4,2,3,0.0,4.0,1,1,1,1.0,0.0,5,1,3,4,2,3,5,1,0.0,2.0,5,0.0,1,1,0,54,M,Independent,-1.0,-1.0,2,False,3,1.0,100.0
61,3,2,1,2,3,3.0,3,3,4,3,4,3,3,3,2,3,3,2,1,3.0,3,2,1,2.0,3,4,1,2,0,2,1.0,5,4,1,2,2,1,3,2,4.0,3,1.0,3,4,2,1,3,4,3,5.0,5,4,5,2,3,2,3,3.0,3,3.0,3,2,3.0,4,2,3,1,5,3,2,3,3,0,3,3,2,3.0,4.0,2,2,4,2.0,2.0,2,0,2,2,4,1,1,3,1.0,1.0,2,2.0,2,3,2,28,M,Republican,1.0,2.0,3,True,2,1.0,90.0
62,1,1,1,1,3,1.0,4,1,3,1,4,1,2,1,4,1,4,1,4,2.0,4,1,1,1.0,1,4,1,1,1,3,2.0,3,1,1,4,1,2,4,1,3.0,2,1.0,3,2,3,3,5,3,1,3.0,4,1,4,4,3,3,4,1.0,2,1.0,4,1,3.0,1,3,3,1,4,3,3,3,4,2,4,3,1,4.0,1.0,0,3,3,3.0,1.0,1,3,2,1,4,1,1,1,1.0,4.0,3,0.0,3,2,2,38,M,Republican,2.0,2.0,3,False,3,1.0,10.0
63,2,1,2,3,2,2.0,3,2,3,4,2,2,2,2,2,3,4,1,2,1.0,2,2,2,2.0,3,2,2,2,2,3,2.0,3,2,1,3,2,2,3,2,4.0,5,2.0,3,1,2,4,4,2,3,2.0,4,2,4,3,3,3,4,2.0,4,2.0,3,2,2.0,2,2,2,2,3,2,3,3,3,3,3,2,3,2.0,2.0,2,3,2,2.0,3.0,3,2,3,2,2,2,2,3,2.0,2.0,2,3.0,3,2,2,43,M,Independent,1.0,0.0,-1,False,3,1.0,30.0
64,2,2,5,2,3,2.0,2,2,2,2,2,2,2,2,3,3,3,3,2,2.0,4,2,3,2.0,3,3,3,3,2,2,4.0,3,2,2,3,2,2,2,4,3.0,0,2.0,3,0,2,3,5,2,2,3.0,3,2,2,2,1,2,3,2.0,3,2.0,2,2,2.0,1,1,2,2,3,3,3,2,3,2,2,2,3,3.0,3.0,2,3,3,2.0,2.0,3,2,3,4,4,3,2,3,2.0,2.0,4,2.0,3,2,3,25,F,Democrat,-3.0,-1.0,-3,False,2,0.0,
65,3,3,1,3,3,3.0,3,3,3,3,3,3,4,3,3,3,3,3,3,3.0,3,4,3,3.0,3,2,3,3,1,3,4.0,3,3,2,3,3,3,2,3,3.0,2,1.0,3,3,3,2,3,3,3,4.0,3,2,4,3,3,3,3,3.0,3,3.0,3,3,3.0,1,3,3,3,3,3,3,3,3,2,3,3,3,2.0,3.0,3,4,3,3.0,3.0,3,3,2,2,3,2,3,3,2.0,3.0,2,3.0,3,3,3,49,M,Republican,1.0,1.0,1,False,0,1.0,50.0
66,2,2,3,2,2,3.0,3,2,3,3,2,2,3,2,3,3,3,2,2,2.0,3,2,2,2.0,3,3,2,2,2,2,3.0,3,3,2,2,2,3,3,2,3.0,3,2.0,3,3,2,3,3,2,3,2.0,3,3,3,3,3,2,3,3.0,3,3.0,3,2,3.0,2,2,2,3,3,3,2,2,2,2,3,3,3,3.0,3.0,3,2,3,2.0,3.0,3,3,3,3,2,3,2,3,2.0,2.0,3,3.0,3,3,2,26,F,Democrat,-1.0,-2.0,2,False,3,1.0,65.0
67,3,2,3,2,2,2.0,4,2,2,4,2,2,2,2,4,2,3,2,3,2.0,3,2,3,2.0,3,3,2,2,2,2,4.0,3,3,2,2,2,2,2,2,3.0,3,3.0,3,2,3,3,4,3,3,2.0,3,3,2,3,2,3,2,2.0,3,3.0,3,2,3.0,2,2,2,4,2,3,3,2,2,2,2,2,3,3.0,3.0,3,2,3,3.0,3.0,3,3,4,3,2,3,2,2,3.0,2.0,2,3.0,4,2,4,54,F,Democrat,-1.0,-1.0,-1,False,1,0.0,35.0
68,2,2,2,1,4,3.0,3,2,1,3,3,2,1,3,3,2,1,1,1,0.0,2,4,4,3.0,3,3,3,2,4,3,4.0,2,0,2,3,3,3,1,4,1.0,1,1.0,3,3,2,2,3,4,2,4.0,3,2,3,3,3,1,2,3.0,2,2.0,3,2,5.0,3,2,1,2,3,2,1,2,2,3,3,3,2,3.0,4.0,4,1,3,2.0,2.0,5,3,4,3,2,2,2,3,1.0,2.0,3,2.0,2,2,2,35,F,Republican,1.0,1.0,0,False,4,1.0,80.0
69,2,2,5,4,0,5.0,2,2,3,3,5,3,1,2,3,1,3,3,3,2.0,5,1,0,1.0,1,0,2,0,1,0,5.0,2,2,3,4,1,5,0,1,1.0,0,3.0,2,0,1,0,5,0,0,3.0,1,1,0,2,2,0,1,1.0,2,2.0,4,0,3.0,2,2,3,5,0,2,1,2,2,1,1,3,1,1.0,1.0,2,1,3,1.0,2.0,0,3,3,2,2,5,1,2,5.0,2.0,3,3.0,2,2,1,32,M,Democrat,0.0,0.0,1,True,0,1.0,50.0
70,4,4,0,2,3,5.0,0,5,5,2,5,5,1,0,0,0,5,2,5,3.0,5,2,4,2.0,3,4,0,2,0,1,0.0,5,4,4,5,1,1,5,2,4.0,4,5.0,5,0,5,5,4,2,5,3.0,5,5,5,1,5,4,5,3.0,4,2.0,1,2,3.0,0,4,5,4,5,5,5,0,5,0,4,3,1,5.0,5.0,1,4,4,0.0,3.0,1,5,1,5,4,2,2,2,0.0,5.0,2,1.0,3,3,4,55,F,Republican,2.0,1.0,2,False,0,1.0,80.0
71,1,1,5,1,0,2.0,4,1,4,1,4,1,4,1,2,1,1,1,4,4.0,4,0,3,1.0,4,4,2,2,2,2,5.0,4,2,3,2,1,3,1,3,4.0,3,4.0,3,1,2,3,5,2,1,4.0,4,4,4,4,2,4,3,3.0,2,2.0,3,2,1.0,3,2,3,4,4,3,2,4,1,4,3,2,1,3.0,1.0,2,4,4,2.0,2.0,2,1,2,2,1,3,1,4,3.0,1.0,3,1.0,1,2,1,35,F,Independent,0.0,0.0,0,False,1,0.0,70.0
72,3,1,0,2,2,3.0,4,2,3,4,1,4,2,3,2,2,3,2,2,2.0,4,1,1,2.0,2,3,2,2,1,1,1.0,3,2,0,4,2,3,4,2,2.0,5,3.0,4,4,2,3,3,2,3,4.0,3,3,4,3,3,3,3,2.0,3,3.0,3,2,3.0,2,2,2,2,3,2,2,1,2,0,3,3,3,4.0,3.0,3,1,2,2.0,3.0,2,3,3,3,2,3,0,3,1.0,2.0,2,3.0,3,2,1,35,M,Democrat,2.0,-2.0,1,True,3,1.0,50.0
73,3,1,0,1,1,3.0,1,3,3,4,1,1,4,1,4,2,3,2,3,2.0,4,1,4,2.0,3,3,3,2,1,1,4.0,3,3,2,3,1,4,4,3,4.0,1,3.0,3,3,1,4,3,3,4,2.0,4,1,1,1,4,2,4,4.0,4,2.0,4,2,4.0,4,2,1,4,3,2,1,3,3,3,1,3,2,1.0,4.0,4,2,3,3.0,1.0,4,3,4,4,4,4,1,2,1.0,1.0,1,4.0,4,1,3,37,M,Independent,-1.0,-1.0,-2,False,3,1.0,70.0
74,4,0,5,4,4,5.0,3,4,5,1,4,1,4,2,4,3,5,2,2,4.0,4,2,4,2.0,5,5,5,4,1,2,1.0,5,5,1,4,3,4,3,4,5.0,5,4.0,4,5,4,4,4,4,2,3.0,5,5,2,1,5,1,4,2.0,4,2.0,4,2,3.0,4,4,4,4,5,4,1,2,3,5,3,4,1,1.0,3.0,1,3,5,4.0,1.0,2,4,1,1,5,4,0,1,1.0,4.0,1,1.0,3,4,1,45,F,Republican,-3.0,-2.0,1,True,3,1.0,50.0
75,2,2,3,3,2,2.0,2,4,3,4,4,4,2,2,3,3,4,2,3,3.0,2,3,3,3.0,3,1,2,3,1,3,4.0,4,2,3,4,3,3,1,1,3.0,1,2.0,2,1,3,2,4,3,2,3.0,4,2,3,2,3,3,1,3.0,2,3.0,2,3,2.0,2,3,4,1,1,3,3,3,2,2,3,3,2,2.0,2.0,2,3,3,2.0,2.0,1,1,2,2,4,2,3,3,2.0,3.0,3,1.0,3,3,2,36,F,Independent,2.0,1.0,-2,False,0,0.0,60.0
76,5,0,5,0,3,4.0,5,0,1,5,0,0,2,0,0,0,5,0,5,0.0,5,0,4,2.0,5,5,0,0,0,0,5.0,4,5,0,0,0,0,5,0,5.0,5,3.0,4,0,4,5,5,4,3,0.0,5,5,0,2,4,5,5,0.0,0,4.0,5,3,3.0,0,3,0,5,5,1,2,2,0,3,0,5,2,0.0,5.0,5,0,0,1.0,4.0,5,3,4,5,0,5,0,0,3.0,3.0,2,5.0,2,0,4,34,F,Independent,1.0,-1.0,0,False,2,1.0,90.0
77,4,1,2,1,1,2.0,4,1,5,3,1,3,1,1,4,1,4,1,1,0.0,3,1,4,2.0,4,3,3,4,0,4,1.0,5,1,1,5,2,0,4,1,1.0,4,4.0,1,4,2,4,4,4,4,3.0,5,4,4,5,4,4,1,1.0,1,4.0,1,1,1.0,3,3,2,1,1,2,3,4,1,4,4,4,1,1.0,4.0,4,3,3,4.0,1.0,4,1,1,1,4,3,1,4,4.0,4.0,4,1.0,2,1,1,41,M,Independent,2.0,-1.0,2,True,3,1.0,75.0
78,2,2,1,2,2,2.0,3,2,3,2,3,2,2,1,3,2,3,2,2,2.0,3,3,2,2.0,2,3,2,2,1,2,2.0,3,2,2,3,2,2,3,2,3.0,3,2.0,3,3,2,3,3,2,3,4.0,3,2,3,3,2,2,3,3.0,2,2.0,3,3,2.0,4,2,2,3,3,2,2,2,3,3,3,3,3,3.0,3.0,2,2,3,2.0,1.0,3,2,3,3,2,3,3,2,2.0,2.0,3,2.0,2,2,2,57,M,Other party (please specify),0.0,-1.0,0,False,3,1.0,
79,3,1,1,1,1,4.0,4,2,3,4,4,2,2,4,1,1,4,1,2,1.0,3,4,4,3.0,3,1,2,1,1,2,1.0,3,3,4,1,4,3,4,1,1.0,3,3.0,3,2,3,2,4,1,3,3.0,4,4,4,1,2,4,1,3.0,1,2.0,3,2,1.0,4,2,3,4,4,3,1,2,2,2,4,2,2,2.0,4.0,3,1,1,1.0,2.0,3,2,4,3,1,4,2,2,3.0,3.0,3,4.0,1,3,3,26,M,Democrat,0.0,-1.0,-1,False,3,0.0,60.0
80,3,2,3,3,2,2.0,3,2,3,2,3,3,2,2,2,2,3,2,3,3.0,3,3,2,2.0,2,3,2,2,2,2,2.0,3,2,2,2,2,2,3,2,2.0,3,2.0,3,3,3,3,3,3,2,3.0,3,3,3,3,2,2,3,2.0,3,2.0,3,3,3.0,2,3,3,2,3,3,2,3,2,3,3,3,3,3.0,3.0,2,3,3,3.0,2.0,2,3,2,3,3,2,2,3,2.0,2.0,3,2.0,3,3,3,56,M,Republican,3.0,2.0,1,False,5,1.0,40.0
81,4,2,0,3,3,3.0,3,2,3,3,4,1,3,3,3,3,3,3,3,3.0,4,3,3,2.0,2,3,4,2,3,3,1.0,3,2,4,3,2,4,4,3,3.0,0,2.0,3,0,2,3,4,3,2,3.0,4,3,3,2,2,1,3,2.0,2,2.0,3,2,2.0,2,2,4,1,1,2,2,3,2,3,3,3,2,1.0,4.0,1,4,3,4.0,1.0,2,1,1,1,4,1,3,4,4.0,3.0,1,1.0,3,4,4,39,F,Republican,3.0,2.0,2,False,0,1.0,85.0
82,5,0,5,5,0,5.0,5,0,5,5,0,0,5,0,5,0,0,0,5,5.0,5,0,5,0.0,5,0,0,0,0,0,5.0,5,5,0,0,1,5,0,5,3.0,0,5.0,5,0,3,5,5,0,5,0.0,5,0,5,0,1,0,5,0.0,5,5.0,4,5,0.0,1,5,0,5,5,3,0,5,5,5,0,0,5,5.0,5.0,5,0,5,5.0,0.0,0,5,5,5,0,5,5,0,0.0,0.0,4,5.0,0,0,5,33,F,Democrat,1.0,-1.0,-1,True,1,1.0,50.0
83,3,2,2,1,2,3.0,3,2,2,3,2,2,2,2,2,2,2,2,2,2.0,3,2,3,2.0,3,3,2,2,1,2,2.0,3,3,2,1,1,2,4,3,3.0,3,3.0,2,3,3,2,3,1,3,2.0,2,3,2,2,3,3,3,2.0,2,2.0,3,3,2.0,3,2,2,3,2,3,3,2,3,2,2,2,2,3.0,2.0,3,2,3,3.0,2.0,3,2,2,3,2,3,3,2,2.0,2.0,3,3.0,3,2,3,25,M,Independent,0.0,0.0,0,False,4,1.0,75.0
84,2,0,4,0,0,4.0,5,0,3,5,0,0,1,1,4,2,4,0,1,0.0,5,0,4,2.0,4,5,1,1,0,1,4.0,4,4,1,4,0,1,4,1,3.0,5,4.0,0,5,4,1,5,1,2,1.0,4,4,4,4,2,2,5,2.0,1,1.0,4,2,1.0,1,2,1,4,4,2,0,1,4,1,4,2,4,5.0,5.0,4,1,4,4.0,2.0,2,1,5,4,0,4,1,2,4.0,3.0,2,5.0,1,2,1,40,M,Independent,3.0,-2.0,3,False,3,1.0,90.0
85,0,0,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,5.0,5,0,0,0.0,5,5,0,0,0,0,0.0,2,0,0,0,0,5,5,0,4.0,5,0.0,0,5,0,0,5,5,2,5.0,5,5,5,0,0,0,5,0.0,0,0.0,0,0,0.0,5,2,0,5,5,0,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0.0,0.0,0,0,0,0,0,0,5,5,0.0,0.0,0,0.0,5,0,0,26,M,Democrat,2.0,-2.0,1,False,3,1.0,5.0
86,4,1,1,2,2,2.0,4,1,4,5,3,0,3,1,1,1,4,2,2,4.0,5,1,2,2.0,3,1,1,1,0,2,1.0,3,2,2,1,1,1,1,1,3.0,5,3.0,2,5,3,4,5,1,3,2.0,2,4,2,3,3,2,3,3.0,3,2.0,3,2,2.0,4,3,3,3,4,3,2,0,1,3,3,3,4,3.0,4.0,2,3,2,3.0,2.0,4,3,4,5,1,2,1,2,1.0,3.0,2,3.0,4,3,3,31,F,Democrat,3.0,-2.0,3,True,3,1.0,80.0
87,3,2,0,2,5,1.0,2,4,5,0,3,5,5,3,0,5,5,1,1,5.0,1,3,3,3.0,0,5,3,5,1,1,0.0,5,3,5,3,0,4,3,2,5.0,3,2.0,2,0,4,4,5,4,4,5.0,4,4,5,0,5,2,4,3.0,2,4.0,4,5,2.0,5,2,5,3,5,0,2,4,5,3,5,5,3,1.0,4.0,2,4,4,3.0,4.0,3,2,2,2,3,3,5,5,2.0,1.0,4,2.0,4,3,1,40,F,Republican,2.0,1.0,-3,False,0,0.0,0.0
88,2,2,3,2,2,2.0,3,2,3,2,3,2,3,3,3,2,3,2,2,2.0,2,2,2,2.0,2,3,2,2,2,2,2.0,3,2,2,3,2,2,3,3,3.0,3,3.0,3,2,3,3,3,2,2,2.0,3,3,3,2,2,2,3,3.0,2,2.0,3,3,2.0,3,2,2,2,3,2,2,2,2,2,2,2,3,2.0,3.0,2,2,2,2.0,2.0,2,2,2,2,3,2,2,2,2.0,2.0,3,2.0,2,2,2,29,M,Other party (please specify),-3.0,0.0,1,False,1,0.0,15.0
89,5,1,5,0,5,4.0,0,5,5,0,5,0,5,5,0,0,5,5,5,5.0,0,5,5,3.0,4,0,5,3,0,5,4.0,5,4,0,5,5,5,0,0,5.0,0,3.0,5,0,5,4,4,5,0,5.0,5,0,5,0,3,5,5,3.0,3,3.0,3,4,5.0,4,4,5,4,5,1,0,3,5,4,5,4,0,3.0,0.0,0,5,5,5.0,0.0,0,5,0,0,5,5,0,0,0.0,5.0,0,0.0,5,5,0,33,F,Independent,1.0,0.0,-1,False,1,0.0,80.0
90,3,2,1,2,3,2.0,3,2,4,1,4,1,2,2,3,2,4,2,4,3.0,4,2,2,2.0,2,4,1,2,1,2,4.0,4,2,2,4,1,1,3,2,2.0,4,2.0,4,3,2,4,4,3,2,2.0,4,4,4,3,2,1,3,3.0,2,4.0,3,2,3.0,3,2,3,2,3,3,3,3,3,3,4,3,3,2.0,5.0,1,1,3,3.0,2.0,2,2,3,2,4,2,2,1,3.0,2.0,3,1.0,3,1,4,43,M,Republican,3.0,2.0,2,False,1,0.0,70.0
91,1,1,1,1,1,2.0,5,1,1,4,1,0,3,1,3,2,4,0,1,0.0,5,1,2,2.0,3,5,0,2,0,1,4.0,4,2,1,2,1,2,2,1,1.0,5,3.0,4,4,2,1,5,1,2,2.0,5,5,5,3,2,2,4,3.0,1,1.0,4,2,0.0,5,2,2,4,3,2,3,0,2,3,3,2,3,4.0,4.0,3,2,2,0.0,3.0,3,1,5,3,1,2,2,1,0.0,2.0,2,1.0,5,1,0,29,M,Democrat,1.0,-1.0,3,False,3,1.0,70.0
92,1,1,0,0,1,3.0,5,0,3,5,0,0,3,0,3,2,1,1,1,2.0,5,0,2,1.0,4,1,1,1,0,3,2.0,4,1,0,5,0,0,2,3,4.0,5,2.0,3,5,3,0,5,1,4,5.0,2,4,4,5,0,4,4,5.0,3,3.0,4,3,0.0,4,3,2,5,5,3,3,1,3,0,4,2,2,4.0,4.0,3,0,2,0.0,4.0,4,0,5,4,2,5,2,1,0.0,1.0,2,0.0,4,3,1,38,F,Democrat,2.0,-2.0,0,False,5,1.0,99.0
93,3,0,0,2,0,5.0,3,0,3,2,5,2,3,4,1,4,5,1,4,3.0,5,5,3,2.0,5,5,2,2,0,3,0.0,4,5,3,4,3,0,3,5,0.0,5,2.0,5,3,2,4,5,1,2,5.0,5,4,5,5,2,2,5,3.0,2,2.0,2,2,0.0,5,5,3,4,5,2,1,1,4,4,5,3,3,5.0,5.0,4,2,4,1.0,2.0,1,2,2,2,2,4,2,2,1.0,3.0,1,4.0,3,3,0,28,M,Republican,0.0,1.0,0,False,1,0.0,50.0
94,2,1,1,1,1,3.0,4,1,3,4,2,2,2,1,4,1,2,1,3,1.0,4,1,2,1.0,3,2,1,1,2,1,3.0,2,4,1,1,1,1,4,3,4.0,3,1.0,2,4,3,3,4,2,1,1.0,3,4,3,1,1,3,3,2.0,2,2.0,3,3,1.0,3,1,1,3,4,4,1,2,3,2,3,2,3,1.0,4.0,4,1,3,1.0,3.0,2,2,4,3,2,4,2,3,1.0,2.0,3,5.0,2,3,2,28,M,Independent,0.0,-2.0,2,False,2,1.0,90.0
95,4,1,1,2,1,1.0,4,4,4,1,4,2,4,2,2,2,4,3,1,3.0,5,2,2,3.0,3,3,3,2,1,3,1.0,4,3,3,2,1,1,5,3,4.0,4,4.0,4,4,2,4,4,3,3,3.0,5,5,5,4,3,3,4,3.0,3,3.0,4,2,2.0,4,3,3,1,4,3,2,2,3,3,3,3,3,4.0,4.0,3,2,3,4.0,4.0,2,3,3,3,4,2,2,2,3.0,2.0,3,3.0,3,2,4,40,M,Republican,1.0,1.0,1,False,2,1.0,80.0
96,1,1,1,1,1,2.0,4,1,3,4,3,0,2,3,3,1,3,1,1,1.0,4,1,4,1.0,2,3,1,1,0,0,1.0,4,2,0,1,0,1,3,3,2.0,4,1.0,3,4,2,4,4,2,1,4.0,3,4,4,2,1,1,4,3.0,3,3.0,2,3,2.0,5,1,1,3,3,3,3,1,2,5,3,2,2,4.0,4.0,4,3,1,1.0,2.0,1,2,3,2,0,4,1,0,1.0,1.0,2,4.0,1,1,1,56,F,Democrat,3.0,-1.0,3,False,0,1.0,50.0
97,3,3,2,2,3,3.0,3,2,2,3,2,2,2,2,2,2,3,2,2,3.0,3,2,3,2.0,3,3,3,2,2,2,3.0,2,3,2,2,2,2,3,2,2.0,3,3.0,3,3,2,3,3,2,3,3.0,3,3,3,3,2,3,2,3.0,2,2.0,3,3,2.0,3,3,3,3,3,3,2,2,3,2,2,2,3,3.0,3.0,3,2,3,3.0,3.0,3,3,3,3,2,3,3,2,3.0,3.0,2,3.0,3,3,2,28,F,Independent,-3.0,0.0,-3,False,1,1.0,50.0
98,3,1,2,1,1,3.0,5,0,4,4,3,0,3,4,4,1,1,1,1,2.0,5,1,1,2.0,3,5,2,1,3,1,3.0,4,3,1,4,1,1,3,2,4.0,4,3.0,3,4,3,4,5,2,4,1.0,3,4,4,4,3,2,4,4.0,1,3.0,3,2,1.0,4,4,1,4,4,3,1,3,3,5,4,3,3,5.0,4.0,4,1,3,1.0,2.0,3,3,4,4,2,4,1,4,1.0,3.0,3,4.0,3,2,3,27,M,Democrat,2.0,-1.0,1,False,1,1.0,35.0
99,5,2,5,1,2,2.0,4,1,4,4,1,0,1,1,4,2,4,4,1,4.0,4,1,4,4.0,3,1,2,4,1,4,5.0,4,2,2,1,1,2,1,1,4.0,1,5.0,4,1,2,2,4,4,2,2.0,4,1,1,4,1,3,4,2.0,4,3.0,4,4,4.0,1,2,3,4,4,4,1,1,4,1,4,1,2,3.0,4.0,3,4,4,3.0,4.0,3,3,1,1,4,4,1,4,1.0,1.0,3,4.0,5,3,3,52,M,Republican,1.0,1.0,1,False,0,1.0,85.0
100,2,1,4,1,2,5.0,4,0,1,5,1,0,3,1,0,1,3,1,1,2.0,4,0,3,2.0,5,2,1,2,1,2,3.0,5,4,1,0,0,1,3,1,4.0,5,1.0,4,2,2,4,5,3,2,2.0,3,4,2,3,3,1,5,3.0,4,2.0,3,1,2.0,0,2,1,4,5,3,1,4,0,3,1,4,2,3.0,2.0,4,2,2,3.0,2.0,4,4,4,3,2,4,2,3,3.0,2.0,2,5.0,1,3,2,32,F,Independent,0.0,-1.0,-2,False,2,0.0,40.0
101,4,0,1,0,1,1.0,2,0,2,5,0,0,2,0,0,0,2,0,1,3.0,4,0,4,0.0,4,1,1,0,0,5,5.0,4,2,0,0,0,1,4,3,3.0,5,4.0,2,2,2,4,5,4,1,4.0,4,2,2,3,2,2,3,4.0,3,4.0,4,1,1.0,4,1,0,5,4,1,1,2,2,2,1,2,4,2.0,5.0,4,1,4,0.0,1.0,4,4,5,5,1,3,0,1,1.0,4.0,3,5.0,2,1,1,32,F,Democrat,3.0,-2.0,-2,False,1,1.0,95.0
102,2,1,3,1,2,2.0,3,2,2,1,2,2,2,1,3,2,3,1,2,2.0,4,2,1,2.0,2,4,2,3,1,2,1.0,3,2,2,3,2,3,4,2,1.0,3,3.0,3,3,2,2,4,3,2,1.0,4,1,3,3,3,2,3,2.0,1,2.0,1,2,1.0,2,2,3,1,4,2,1,2,2,1,2,2,2,2.0,4.0,2,2,3,2.0,2.0,1,3,1,1,1,1,2,2,1.0,2.0,2,1.0,3,2,1,50,M,Independent,0.0,1.0,2,True,0,1.0,50.0
